date,datetime,wait_time(posted),wait_time(actual)
2018-01-04,2018-01-04 11:37:00,150.0,
2018-01-04,2018-01-04 11:44:00,150.0,
2018-01-04,2018-01-04 11:51:00,150.0,
2018-01-04,2018-01-04 11:58:00,125.0,
2018-01-04,2018-01-04 12:04:00,125.0,
2018-01-04,2018-01-04 12:11:00,110.0,
2018-01-04,2018-01-04 12:16:00,105.0,
2018-01-04,2018-01-04 12:23:00,105.0,
2018-01-04,2018-01-04 12:33:00,95.0,
2018-01-04,2018-01-04 12:43:00,85.0,
2018-01-04,2018-01-04 12:44:00,85.0,
2018-01-04,2018-01-04 12:55:00,150.0,
2018-01-04,2018-01-04 12:58:00,150.0,
2018-01-04,2018-01-04 13:00:00,150.0,
2018-01-04,2018-01-04 13:04:00,150.0,
2018-01-04,2018-01-04 13:09:00,150.0,
2018-01-04,2018-01-04 13:16:00,150.0,
2018-01-04,2018-01-04 13:23:00,150.0,
2018-01-04,2018-01-04 13:29:00,150.0,
2018-01-04,2018-01-04 13:39:00,150.0,
2018-01-04,2018-01-04 13:44:00,150.0,
2018-01-04,2018-01-04 13:51:00,150.0,
2018-01-04,2018-01-04 14:00:00,180.0,
2018-01-04,2018-01-04 14:08:00,180.0,
2018-01-04,2018-01-04 14:09:00,180.0,
2018-01-04,2018-01-04 14:22:00,150.0,
2018-01-04,2018-01-04 14:23:00,150.0,
2018-01-04,2018-01-04 14:29:00,150.0,
2018-01-04,2018-01-04 14:39:00,150.0,
2018-01-04,2018-01-04 14:44:00,150.0,
2018-01-04,2018-01-04 14:53:00,150.0,
2018-01-04,2018-01-04 14:58:00,150.0,
2018-01-04,2018-01-04 15:04:00,150.0,
2018-01-04,2018-01-04 15:11:00,150.0,
2018-01-04,2018-01-04 15:18:00,160.0,
2018-01-04,2018-01-04 15:23:00,165.0,
2018-01-04,2018-01-04 15:29:00,165.0,
2018-01-04,2018-01-04 15:37:00,165.0,
2018-01-04,2018-01-04 15:44:00,165.0,
2018-01-04,2018-01-04 15:51:00,165.0,
2018-01-04,2018-01-04 15:58:00,165.0,
2018-01-04,2018-01-04 16:04:00,165.0,
2018-01-04,2018-01-04 16:09:00,165.0,
2018-01-04,2018-01-04 16:16:00,165.0,
2018-01-04,2018-01-04 16:25:00,165.0,
2018-01-04,2018-01-04 16:35:00,165.0,
2018-01-04,2018-01-04 16:39:00,165.0,
2018-01-04,2018-01-04 16:48:00,165.0,
2018-01-04,2018-01-04 16:51:00,165.0,
2018-01-04,2018-01-04 17:00:00,165.0,
2018-01-04,2018-01-04 17:09:00,165.0,
2018-01-04,2018-01-04 17:10:00,165.0,
2018-01-04,2018-01-04 17:20:00,165.0,
2018-01-04,2018-01-04 17:23:00,165.0,
2018-01-04,2018-01-04 17:29:00,165.0,
2018-01-04,2018-01-04 17:37:00,165.0,
2018-01-04,2018-01-04 17:50:00,165.0,
2018-01-04,2018-01-04 17:53:00,165.0,
2018-01-04,2018-01-04 17:58:00,165.0,
2018-01-04,2018-01-04 18:02:00,165.0,
2018-01-04,2018-01-04 18:13:00,75.0,
2018-01-04,2018-01-04 18:16:00,75.0,
2018-01-04,2018-01-04 18:25:00,75.0,
2018-01-04,2018-01-04 18:31:00,75.0,
